対象年月,種別,区名,増減種別,異動内容,性別,値
201311,外国人,兵庫区,自然増減,増減　②,男,0
201311,外国人,北区,自然増減,増減　②,男,0
201311,外国人,長田区,自然増減,増減　②,男,1
201311,外国人,須磨区,自然増減,増減　②,男,-2
201311,外国人,垂水区,自然増減,増減　②,男,-1
201311,外国人,西区,自然増減,増減　②,男,0
201311,外国人,全市,自然増減,増減　②,女,-4
201311,外国人,東灘区,自然増減,増減　②,女,0
201311,外国人,灘区,自然増減,増減　②,女,0
201311,外国人,中央区,自然増減,増減　②,女,-4
201311,外国人,兵庫区,自然増減,増減　②,女,1
201311,外国人,北区,自然増減,増減　②,女,-1
201311,外国人,長田区,自然増減,増減　②,女,2
201311,外国人,須磨区,自然増減,増減　②,女,0
201311,外国人,垂水区,自然増減,増減　②,女,-1
201311,外国人,西区,自然増減,増減　②,女,-1
201311,外国人,全市,人口増減,増減　③（①＋②）,合計,19
201311,外国人,東灘区,人口増減,増減　③（①＋②）,合計,-19
201311,外国人,灘区,人口増減,増減　③（①＋②）,合計,7
201311,外国人,中央区,人口増減,増減　③（①＋②）,合計,47
201311,外国人,兵庫区,人口増減,増減　③（①＋②）,合計,0
201311,外国人,北区,人口増減,増減　③（①＋②）,合計,-1
201311,外国人,長田区,人口増減,増減　③（①＋②）,合計,4
201311,外国人,須磨区,人口増減,増減　③（①＋②）,合計,-15
201311,外国人,垂水区,人口増減,増減　③（①＋②）,合計,4
201311,外国人,西区,人口増減,増減　③（①＋②）,合計,-8
201311,外国人,全市,人口増減,増減　③（①＋②）,男,17
201311,外国人,東灘区,人口増減,増減　③（①＋②）,男,4
201311,外国人,灘区,人口増減,増減　③（①＋②）,男,10
201311,外国人,中央区,人口増減,増減　③（①＋②）,男,23
201311,外国人,兵庫区,人口増減,増減　③（①＋②）,男,-5
201311,外国人,北区,人口増減,増減　③（①＋②）,男,-5
201311,外国人,長田区,人口増減,増減　③（①＋②）,男,4
201311,外国人,須磨区,人口増減,増減　③（①＋②）,男,-12
201311,外国人,垂水区,人口増減,増減　③（①＋②）,男,-2
201311,外国人,西区,人口増減,増減　③（①＋②）,男,0
201311,外国人,全市,人口増減,増減　③（①＋②）,女,2
201311,外国人,東灘区,人口増減,増減　③（①＋②）,女,-23
201311,外国人,灘区,人口増減,増減　③（①＋②）,女,-3
201311,外国人,中央区,人口増減,増減　③（①＋②）,女,24
201311,外国人,兵庫区,人口増減,増減　③（①＋②）,女,5
201311,外国人,北区,人口増減,増減　③（①＋②）,女,4
201311,外国人,長田区,人口増減,増減　③（①＋②）,女,0
201311,外国人,須磨区,人口増減,増減　③（①＋②）,女,-3
201311,外国人,垂水区,人口増減,増減　③（①＋②）,女,6
201311,外国人,西区,人口増減,増減　③（①＋②）,女,-8
201312,日本人,全市,社会増減,転入,合計,4915
201312,日本人,東灘区,社会増減,転入,合計,679
201312,日本人,灘区,社会増減,転入,合計,504
201312,日本人,中央区,社会増減,転入,合計,718
201312,日本人,兵庫区,社会増減,転入,合計,413
201312,日本人,北区,社会増減,転入,合計,546
201312,日本人,長田区,社会増減,転入,合計,440
201312,日本人,須磨区,社会増減,転入,合計,482
201312,日本人,垂水区,社会増減,転入,合計,555
201312,日本人,西区,社会増減,転入,合計,578
201312,日本人,全市,社会増減,転入,男,2403
201312,日本人,東灘区,社会増減,転入,男,339
201312,日本人,灘区,社会増減,転入,男,240
201312,日本人,中央区,社会増減,転入,男,336
201312,日本人,兵庫区,社会増減,転入,男,210
201312,日本人,北区,社会増減,転入,男,260
201312,日本人,長田区,社会増減,転入,男,227
201312,日本人,須磨区,社会増減,転入,男,231
201312,日本人,垂水区,社会増減,転入,男,254
201312,日本人,西区,社会増減,転入,男,306
201312,日本人,全市,社会増減,転入,女,2512
201312,日本人,東灘区,社会増減,転入,女,340
201312,日本人,灘区,社会増減,転入,女,264
201312,日本人,中央区,社会増減,転入,女,382
201312,日本人,兵庫区,社会増減,転入,女,203
201312,日本人,北区,社会増減,転入,女,286
201312,日本人,長田区,社会増減,転入,女,213
201312,日本人,須磨区,社会増減,転入,女,251
201312,日本人,垂水区,社会増減,転入,女,301
201312,日本人,西区,社会増減,転入,女,272
201312,日本人,全市,社会増減,転出,合計,4779
201312,日本人,東灘区,社会増減,転出,合計,664
201312,日本人,灘区,社会増減,転出,合計,491
201312,日本人,中央区,社会増減,転出,合計,631
201312,日本人,兵庫区,社会増減,転出,合計,432
201312,日本人,北区,社会増減,転出,合計,531
201312,日本人,長田区,社会増減,転出,合計,334
201312,日本人,須磨区,社会増減,転出,合計,504
201312,日本人,垂水区,社会増減,転出,合計,585
201312,日本人,西区,社会増減,転出,合計,607
201312,日本人,全市,社会増減,転出,男,2366
201312,日本人,東灘区,社会増減,転出,男,335
201312,日本人,灘区,社会増減,転出,男,240
201312,日本人,中央区,社会増減,転出,男,312
201312,日本人,兵庫区,社会増減,転出,男,214
201312,日本人,北区,社会増減,転出,男,252
201312,日本人,長田区,社会増減,転出,男,160
201312,日本人,須磨区,社会増減,転出,男,250
201312,日本人,垂水区,社会増減,転出,男,283
201312,日本人,西区,社会増減,転出,男,320
201312,日本人,全市,社会増減,転出,女,2413
201312,日本人,東灘区,社会増減,転出,女,329
201312,日本人,灘区,社会増減,転出,女,251
201312,日本人,中央区,社会増減,転出,女,319
201312,日本人,兵庫区,社会増減,転出,女,218
201312,日本人,北区,社会増減,転出,女,279
201312,日本人,長田区,社会増減,転出,女,174
201312,日本人,須磨区,社会増減,転出,女,254
201312,日本人,垂水区,社会増減,転出,女,302
201312,日本人,西区,社会増減,転出,女,287
201312,日本人,全市,社会増減,その他の増,合計,38
201312,日本人,東灘区,社会増減,その他の増,合計,3
201312,日本人,灘区,社会増減,その他の増,合計,8
201312,日本人,中央区,社会増減,その他の増,合計,5
201312,日本人,兵庫区,社会増減,その他の増,合計,5
201312,日本人,北区,社会増減,その他の増,合計,4
201312,日本人,長田区,社会増減,その他の増,合計,3
201312,日本人,須磨区,社会増減,その他の増,合計,3
201312,日本人,垂水区,社会増減,その他の増,合計,4
201312,日本人,西区,社会増減,その他の増,合計,3
201312,日本人,全市,社会増減,その他の増,男,25
201312,日本人,東灘区,社会増減,その他の増,男,2
201312,日本人,灘区,社会増減,その他の増,男,5
201312,日本人,中央区,社会増減,その他の増,男,4
201312,日本人,兵庫区,社会増減,その他の増,男,4
201312,日本人,北区,社会増減,その他の増,男,2
201312,日本人,長田区,社会増減,その他の増,男,1
201312,日本人,須磨区,社会増減,その他の増,男,2
201312,日本人,垂水区,社会増減,その他の増,男,2
201312,日本人,西区,社会増減,その他の増,男,3
201312,日本人,全市,社会増減,その他の増,女,13
201312,日本人,東灘区,社会増減,その他の増,女,1
201312,日本人,灘区,社会増減,その他の増,女,3
201312,日本人,中央区,社会増減,その他の増,女,1
201312,日本人,兵庫区,社会増減,その他の増,女,1
201312,日本人,北区,社会増減,その他の増,女,2
201312,日本人,長田区,社会増減,その他の増,女,2
201312,日本人,須磨区,社会増減,その他の増,女,1
201312,日本人,垂水区,社会増減,その他の増,女,2
201312,日本人,西区,社会増減,その他の増,女,0
201312,日本人,全市,社会増減,その他の減,合計,50
201312,日本人,東灘区,社会増減,その他の減,合計,14
201312,日本人,灘区,社会増減,その他の減,合計,0
201312,日本人,中央区,社会増減,その他の減,合計,16
201312,日本人,兵庫区,社会増減,その他の減,合計,1
201312,日本人,北区,社会増減,その他の減,合計,16
201312,日本人,長田区,社会増減,その他の減,合計,0
201312,日本人,須磨区,社会増減,その他の減,合計,1
201312,日本人,垂水区,社会増減,その他の減,合計,1
201312,日本人,西区,社会増減,その他の減,合計,1
201312,日本人,全市,社会増減,その他の減,男,31
201312,日本人,東灘区,社会増減,その他の減,男,7
201312,日本人,灘区,社会増減,その他の減,男,0
201312,日本人,中央区,社会増減,その他の減,男,10
201312,日本人,兵庫区,社会増減,その他の減,男,0
201312,日本人,北区,社会増減,その他の減,男,13
201312,日本人,長田区,社会増減,その他の減,男,0
201312,日本人,須磨区,社会増減,その他の減,男,1
201312,日本人,垂水区,社会増減,その他の減,男,0
201312,日本人,西区,社会増減,その他の減,男,0
201312,日本人,全市,社会増減,その他の減,女,19
201312,日本人,東灘区,社会増減,その他の減,女,7
201312,日本人,灘区,社会増減,その他の減,女,0
201312,日本人,中央区,社会増減,その他の減,女,6
201312,日本人,兵庫区,社会増減,その他の減,女,1
201312,日本人,北区,社会増減,その他の減,女,3
201312,日本人,長田区,社会増減,その他の減,女,0
201312,日本人,須磨区,社会増減,その他の減,女,0
201312,日本人,垂水区,社会増減,その他の減,女,1
201312,日本人,西区,社会増減,その他の減,女,1
201312,日本人,全市,社会増減,増減　①,合計,124
201312,日本人,東灘区,社会増減,増減　①,合計,4
201312,日本人,灘区,社会増減,増減　①,合計,21
201312,日本人,中央区,社会増減,増減　①,合計,76
201312,日本人,兵庫区,社会増減,増減　①,合計,-15
201312,日本人,北区,社会増減,増減　①,合計,3
201312,日本人,長田区,社会増減,増減　①,合計,109
201312,日本人,須磨区,社会増減,増減　①,合計,-20
201312,日本人,垂水区,社会増減,増減　①,合計,-27
201312,日本人,西区,社会増減,増減　①,合計,-27
201312,日本人,全市,社会増減,増減　①,男,31
201312,日本人,東灘区,社会増減,増減　①,男,-1
201312,日本人,灘区,社会増減,増減　①,男,5
201312,日本人,中央区,社会増減,増減　①,男,18
201312,日本人,兵庫区,社会増減,増減　①,男,0
201312,日本人,北区,社会増減,増減　①,男,-3
201312,日本人,長田区,社会増減,増減　①,男,68
201312,日本人,須磨区,社会増減,増減　①,男,-18
201312,日本人,垂水区,社会増減,増減　①,男,-27
201312,日本人,西区,社会増減,増減　①,男,-11
201312,日本人,全市,社会増減,増減　①,女,93
201312,日本人,東灘区,社会増減,増減　①,女,5
201312,日本人,灘区,社会増減,増減　①,女,16
201312,日本人,中央区,社会増減,増減　①,女,58
201312,日本人,兵庫区,社会増減,増減　①,女,-15
201312,日本人,北区,社会増減,増減　①,女,6
201312,日本人,長田区,社会増減,増減　①,女,41
201312,日本人,須磨区,社会増減,増減　①,女,-2
201312,日本人,垂水区,社会増減,増減　①,女,0
201312,日本人,西区,社会増減,増減　①,女,-16
201312,日本人,全市,自然増減,出生,合計,1025
201312,日本人,東灘区,自然増減,出生,合計,162
201312,日本人,灘区,自然増減,出生,合計,93
201312,日本人,中央区,自然増減,出生,合計,82
201312,日本人,兵庫区,自然増減,出生,合計,56
201312,日本人,北区,自然増減,出生,合計,136
201312,日本人,長田区,自然増減,出生,合計,55
201312,日本人,須磨区,自然増減,出生,合計,100
201312,日本人,垂水区,自然増減,出生,合計,155
201312,日本人,西区,自然増減,出生,合計,186
201312,日本人,全市,自然増減,出生,男,505
201312,日本人,東灘区,自然増減,出生,男,82
201312,日本人,灘区,自然増減,出生,男,39
201312,日本人,中央区,自然増減,出生,男,46
201312,日本人,兵庫区,自然増減,出生,男,30
201312,日本人,北区,自然増減,出生,男,57
201312,日本人,長田区,自然増減,出生,男,28
201312,日本人,須磨区,自然増減,出生,男,47
201312,日本人,垂水区,自然増減,出生,男,68
201312,日本人,西区,自然増減,出生,男,108
201312,日本人,全市,自然増減,出生,女,520
201312,日本人,東灘区,自然増減,出生,女,80
201312,日本人,灘区,自然増減,出生,女,54
201312,日本人,中央区,自然増減,出生,女,36
201312,日本人,兵庫区,自然増減,出生,女,26
201312,日本人,北区,自然増減,出生,女,79
201312,日本人,長田区,自然増減,出生,女,27
201312,日本人,須磨区,自然増減,出生,女,53
201312,日本人,垂水区,自然増減,出生,女,87
201312,日本人,西区,自然増減,出生,女,78
201312,日本人,全市,自然増減,死亡,合計,1249
201312,日本人,東灘区,自然増減,死亡,合計,152
201312,日本人,灘区,自然増減,死亡,合計,102
201312,日本人,中央区,自然増減,死亡,合計,95
201312,日本人,兵庫区,自然増減,死亡,合計,119
201312,日本人,北区,自然増減,死亡,合計,173
201312,日本人,長田区,自然増減,死亡,合計,102
201312,日本人,須磨区,自然増減,死亡,合計,131
201312,日本人,垂水区,自然増減,死亡,合計,197
201312,日本人,西区,自然増減,死亡,合計,178
201312,日本人,全市,自然増減,死亡,男,660
201312,日本人,東灘区,自然増減,死亡,男,78
201312,日本人,灘区,自然増減,死亡,男,48
201312,日本人,中央区,自然増減,死亡,男,53
201312,日本人,兵庫区,自然増減,死亡,男,74
201312,日本人,北区,自然増減,死亡,男,85
201312,日本人,長田区,自然増減,死亡,男,53
201312,日本人,須磨区,自然増減,死亡,男,70
201312,日本人,垂水区,自然増減,死亡,男,102
201312,日本人,西区,自然増減,死亡,男,97
201312,日本人,全市,自然増減,死亡,女,589
201312,日本人,東灘区,自然増減,死亡,女,74
201312,日本人,灘区,自然増減,死亡,女,54
201312,日本人,中央区,自然増減,死亡,女,42
201312,日本人,兵庫区,自然増減,死亡,女,45
201312,日本人,北区,自然増減,死亡,女,88
201312,日本人,長田区,自然増減,死亡,女,49
201312,日本人,須磨区,自然増減,死亡,女,61
201312,日本人,垂水区,自然増減,死亡,女,95
201312,日本人,西区,自然増減,死亡,女,81
201312,日本人,全市,自然増減,増減　②,合計,-224
201312,日本人,東灘区,自然増減,増減　②,合計,10
201312,日本人,灘区,自然増減,増減　②,合計,-9
201312,日本人,中央区,自然増減,増減　②,合計,-13
201312,日本人,兵庫区,自然増減,増減　②,合計,-63
201312,日本人,北区,自然増減,増減　②,合計,-37
201312,日本人,長田区,自然増減,増減　②,合計,-47
201312,日本人,須磨区,自然増減,増減　②,合計,-31
201312,日本人,垂水区,自然増減,増減　②,合計,-42
201312,日本人,西区,自然増減,増減　②,合計,8
201312,日本人,全市,自然増減,増減　②,男,-155
201312,日本人,東灘区,自然増減,増減　②,男,4
201312,日本人,灘区,自然増減,増減　②,男,-9
201312,日本人,中央区,自然増減,増減　②,男,-7
201312,日本人,兵庫区,自然増減,増減　②,男,-44
201312,日本人,北区,自然増減,増減　②,男,-28
201312,日本人,長田区,自然増減,増減　②,男,-25
201312,日本人,須磨区,自然増減,増減　②,男,-23
201312,日本人,垂水区,自然増減,増減　②,男,-34
201312,日本人,西区,自然増減,増減　②,男,11
201312,日本人,全市,自然増減,増減　②,女,-69
201312,日本人,東灘区,自然増減,増減　②,女,6
201312,日本人,灘区,自然増減,増減　②,女,0
201312,日本人,中央区,自然増減,増減　②,女,-6
201312,日本人,兵庫区,自然増減,増減　②,女,-19
201312,日本人,北区,自然増減,増減　②,女,-9
201312,日本人,長田区,自然増減,増減　②,女,-22
201312,日本人,須磨区,自然増減,増減　②,女,-8
201312,日本人,垂水区,自然増減,増減　②,女,-8
201312,日本人,西区,自然増減,増減　②,女,-3
201312,日本人,全市,人口増減,増減　③（①＋②）,合計,-100
201312,日本人,東灘区,人口増減,増減　③（①＋②）,合計,14
201312,日本人,灘区,人口増減,増減　③（①＋②）,合計,12
201312,日本人,中央区,人口増減,増減　③（①＋②）,合計,63
201312,日本人,兵庫区,人口増減,増減　③（①＋②）,合計,-78
201312,日本人,北区,人口増減,増減　③（①＋②）,合計,-34
201312,日本人,長田区,人口増減,増減　③（①＋②）,合計,62
201312,日本人,須磨区,人口増減,増減　③（①＋②）,合計,-51
201312,日本人,垂水区,人口増減,増減　③（①＋②）,合計,-69
201312,日本人,西区,人口増減,増減　③（①＋②）,合計,-19
201312,日本人,全市,人口増減,増減　③（①＋②）,男,-124
201312,日本人,東灘区,人口増減,増減　③（①＋②）,男,3
201312,日本人,灘区,人口増減,増減　③（①＋②）,男,-4
201312,日本人,中央区,人口増減,増減　③（①＋②）,男,11
201312,日本人,兵庫区,人口増減,増減　③（①＋②）,男,-44
201312,日本人,北区,人口増減,増減　③（①＋②）,男,-31
201312,日本人,長田区,人口増減,増減　③（①＋②）,男,43
201312,日本人,須磨区,人口増減,増減　③（①＋②）,男,-41
201312,日本人,垂水区,人口増減,増減　③（①＋②）,男,-61
201312,日本人,西区,人口増減,増減　③（①＋②）,男,0
201312,日本人,全市,人口増減,増減　③（①＋②）,女,24
201312,日本人,東灘区,人口増減,増減　③（①＋②）,女,11
201312,日本人,灘区,人口増減,増減　③（①＋②）,女,16
201312,日本人,中央区,人口増減,増減　③（①＋②）,女,52
201312,日本人,兵庫区,人口増減,増減　③（①＋②）,女,-34
201312,日本人,北区,人口増減,増減　③（①＋②）,女,-3
201312,日本人,長田区,人口増減,増減　③（①＋②）,女,19
201312,日本人,須磨区,人口増減,増減　③（①＋②）,女,-10
201312,日本人,垂水区,人口増減,増減　③（①＋②）,女,-8
201312,日本人,西区,人口増減,増減　③（①＋②）,女,-19
201312,外国人,全市,社会増減,転入,合計,332
201312,外国人,東灘区,社会増減,転入,合計,33
201312,外国人,灘区,社会増減,転入,合計,47
201312,外国人,中央区,社会増減,転入,合計,89
201312,外国人,兵庫区,社会増減,転入,合計,40
201312,外国人,北区,社会増減,転入,合計,25
201312,外国人,長田区,社会増減,転入,合計,47
201312,外国人,須磨区,社会増減,転入,合計,14
201312,外国人,垂水区,社会増減,転入,合計,14
201312,外国人,西区,社会増減,転入,合計,23
201312,外国人,全市,社会増減,転入,男,166
201312,外国人,東灘区,社会増減,転入,男,13
201312,外国人,灘区,社会増減,転入,男,23
201312,外国人,中央区,社会増減,転入,男,47
201312,外国人,兵庫区,社会増減,転入,男,20
201312,外国人,北区,社会増減,転入,男,10
201312,外国人,長田区,社会増減,転入,男,28
201312,外国人,須磨区,社会増減,転入,男,4
201312,外国人,垂水区,社会増減,転入,男,8
201312,外国人,西区,社会増減,転入,男,13
201312,外国人,全市,社会増減,転入,女,166
201312,外国人,東灘区,社会増減,転入,女,20
201312,外国人,灘区,社会増減,転入,女,24
201312,外国人,中央区,社会増減,転入,女,42
201312,外国人,兵庫区,社会増減,転入,女,20
201312,外国人,北区,社会増減,転入,女,15
201312,外国人,長田区,社会増減,転入,女,19
201312,外国人,須磨区,社会増減,転入,女,10
201312,外国人,垂水区,社会増減,転入,女,6
201312,外国人,西区,社会増減,転入,女,10
201312,外国人,全市,社会増減,転出,合計,372
201312,外国人,東灘区,社会増減,転出,合計,70
201312,外国人,灘区,社会増減,転出,合計,35
201312,外国人,中央区,社会増減,転出,合計,103
201312,外国人,兵庫区,社会増減,転出,合計,54
201312,外国人,北区,社会増減,転出,合計,43
201312,外国人,長田区,社会増減,転出,合計,13
201312,外国人,須磨区,社会増減,転出,合計,16
201312,外国人,垂水区,社会増減,転出,合計,23
201312,外国人,西区,社会増減,転出,合計,15
201312,外国人,全市,社会増減,転出,男,201
201312,外国人,東灘区,社会増減,転出,男,36
201312,外国人,灘区,社会増減,転出,男,18
201312,外国人,中央区,社会増減,転出,男,62
201312,外国人,兵庫区,社会増減,転出,男,26
201312,外国人,北区,社会増減,転出,男,24
201312,外国人,長田区,社会増減,転出,男,7
201312,外国人,須磨区,社会増減,転出,男,10
201312,外国人,垂水区,社会増減,転出,男,7
201312,外国人,西区,社会増減,転出,男,11
201312,外国人,全市,社会増減,転出,女,171
201312,外国人,東灘区,社会増減,転出,女,34
201312,外国人,灘区,社会増減,転出,女,17
201312,外国人,中央区,社会増減,転出,女,41
201312,外国人,兵庫区,社会増減,転出,女,28
201312,外国人,北区,社会増減,転出,女,19
201312,外国人,長田区,社会増減,転出,女,6
201312,外国人,須磨区,社会増減,転出,女,6
201312,外国人,垂水区,社会増減,転出,女,16
201312,外国人,西区,社会増減,転出,女,4
201312,外国人,全市,社会増減,その他の増,合計,27
201312,外国人,東灘区,社会増減,その他の増,合計,4
201312,外国人,灘区,社会増減,その他の増,合計,3
201312,外国人,中央区,社会増減,その他の増,合計,9
201312,外国人,兵庫区,社会増減,その他の増,合計,0
201312,外国人,北区,社会増減,その他の増,合計,2
201312,外国人,長田区,社会増減,その他の増,合計,6
201312,外国人,須磨区,社会増減,その他の増,合計,0
201312,外国人,垂水区,社会増減,その他の増,合計,2
201312,外国人,西区,社会増減,その他の増,合計,1
201312,外国人,全市,社会増減,その他の増,男,15
201312,外国人,東灘区,社会増減,その他の増,男,3
201312,外国人,灘区,社会増減,その他の増,男,1
201312,外国人,中央区,社会増減,その他の増,男,5
201312,外国人,兵庫区,社会増減,その他の増,男,0
201312,外国人,北区,社会増減,その他の増,男,1
201312,外国人,長田区,社会増減,その他の増,男,2
201312,外国人,須磨区,社会増減,その他の増,男,0
201312,外国人,垂水区,社会増減,その他の増,男,2
201312,外国人,西区,社会増減,その他の増,男,1
201312,外国人,全市,社会増減,その他の増,女,12
201312,外国人,東灘区,社会増減,その他の増,女,1
201312,外国人,灘区,社会増減,その他の増,女,2
201312,外国人,中央区,社会増減,その他の増,女,4
201312,外国人,兵庫区,社会増減,その他の増,女,0
201312,外国人,北区,社会増減,その他の増,女,1
201312,外国人,長田区,社会増減,その他の増,女,4
201312,外国人,須磨区,社会増減,その他の増,女,0
201312,外国人,垂水区,社会増減,その他の増,女,0
201312,外国人,西区,社会増減,その他の増,女,0
201312,外国人,全市,社会増減,その他の減,合計,108
201312,外国人,東灘区,社会増減,その他の減,合計,10
201312,外国人,灘区,社会増減,その他の減,合計,18
201312,外国人,中央区,社会増減,その他の減,合計,23
201312,外国人,兵庫区,社会増減,その他の減,合計,20
201312,外国人,北区,社会増減,その他の減,合計,6
201312,外国人,長田区,社会増減,その他の減,合計,12
201312,外国人,須磨区,社会増減,その他の減,合計,5
201312,外国人,垂水区,社会増減,その他の減,合計,10
201312,外国人,西区,社会増減,その他の減,合計,4
201312,外国人,全市,社会増減,その他の減,男,61
201312,外国人,東灘区,社会増減,その他の減,男,6
201312,外国人,灘区,社会増減,その他の減,男,10
201312,外国人,中央区,社会増減,その他の減,男,12
201312,外国人,兵庫区,社会増減,その他の減,男,14
201312,外国人,北区,社会増減,その他の減,男,1
201312,外国人,長田区,社会増減,その他の減,男,6
201312,外国人,須磨区,社会増減,その他の減,男,3
201312,外国人,垂水区,社会増減,その他の減,男,5
201312,外国人,西区,社会増減,その他の減,男,4
201312,外国人,全市,社会増減,その他の減,女,47
201312,外国人,東灘区,社会増減,その他の減,女,4
201312,外国人,灘区,社会増減,その他の減,女,8
201312,外国人,中央区,社会増減,その他の減,女,11
201312,外国人,兵庫区,社会増減,その他の減,女,6
201312,外国人,北区,社会増減,その他の減,女,5
201312,外国人,長田区,社会増減,その他の減,女,6
201312,外国人,須磨区,社会増減,その他の減,女,2
201312,外国人,垂水区,社会増減,その他の減,女,5
201312,外国人,西区,社会増減,その他の減,女,0
201312,外国人,全市,社会増減,増減　①,合計,-121
201312,外国人,東灘区,社会増減,増減　①,合計,-43
201312,外国人,灘区,社会増減,増減　①,合計,-3
201312,外国人,中央区,社会増減,増減　①,合計,-28
201312,外国人,兵庫区,社会増減,増減　①,合計,-34
201312,外国人,北区,社会増減,増減　①,合計,-22
201312,外国人,長田区,社会増減,増減　①,合計,28
201312,外国人,須磨区,社会増減,増減　①,合計,-7
201312,外国人,垂水区,社会増減,増減　①,合計,-17
201312,外国人,西区,社会増減,増減　①,合計,5
201312,外国人,全市,社会増減,増減　①,男,-81
201312,外国人,東灘区,社会増減,増減　①,男,-26
201312,外国人,灘区,社会増減,増減　①,男,-4
201312,外国人,中央区,社会増減,増減　①,男,-22
201312,外国人,兵庫区,社会増減,増減　①,男,-20
201312,外国人,北区,社会増減,増減　①,男,-14
201312,外国人,長田区,社会増減,増減　①,男,17
201312,外国人,須磨区,社会増減,増減　①,男,-9
201312,外国人,垂水区,社会増減,増減　①,男,-2
201312,外国人,西区,社会増減,増減　①,男,-1
201312,外国人,全市,社会増減,増減　①,女,-40
201312,外国人,東灘区,社会増減,増減　①,女,-17
201312,外国人,灘区,社会増減,増減　①,女,1
201312,外国人,中央区,社会増減,増減　①,女,-6
201312,外国人,兵庫区,社会増減,増減　①,女,-14
201312,外国人,北区,社会増減,増減　①,女,-8
201312,外国人,長田区,社会増減,増減　①,女,11
201312,外国人,須磨区,社会増減,増減　①,女,2
201312,外国人,垂水区,社会増減,増減　①,女,-15
201312,外国人,西区,社会増減,増減　①,女,6
201312,外国人,全市,自然増減,出生,合計,13
201312,外国人,東灘区,自然増減,出生,合計,1
201312,外国人,灘区,自然増減,出生,合計,3
201312,外国人,中央区,自然増減,出生,合計,3
201312,外国人,兵庫区,自然増減,出生,合計,2
201312,外国人,北区,自然増減,出生,合計,1
201312,外国人,長田区,自然増減,出生,合計,2
201312,外国人,須磨区,自然増減,出生,合計,0
201312,外国人,垂水区,自然増減,出生,合計,0
201312,外国人,西区,自然増減,出生,合計,1
201312,外国人,全市,自然増減,出生,男,6
201312,外国人,東灘区,自然増減,出生,男,1
201312,外国人,灘区,自然増減,出生,男,1
201312,外国人,中央区,自然増減,出生,男,1
201312,外国人,兵庫区,自然増減,出生,男,2
201312,外国人,北区,自然増減,出生,男,1
201312,外国人,長田区,自然増減,出生,男,0
201312,外国人,須磨区,自然増減,出生,男,0
201312,外国人,垂水区,自然増減,出生,男,0
201312,外国人,西区,自然増減,出生,男,0
201312,外国人,全市,自然増減,出生,女,7
201312,外国人,東灘区,自然増減,出生,女,0
201312,外国人,灘区,自然増減,出生,女,2
201312,外国人,中央区,自然増減,出生,女,2
201312,外国人,兵庫区,自然増減,出生,女,0
201312,外国人,北区,自然増減,出生,女,0
201312,外国人,長田区,自然増減,出生,女,2
201312,外国人,須磨区,自然増減,出生,女,0
201312,外国人,垂水区,自然増減,出生,女,0
201312,外国人,西区,自然増減,出生,女,1
201312,外国人,全市,自然増減,死亡,合計,24
201312,外国人,東灘区,自然増減,死亡,合計,0
201312,外国人,灘区,自然増減,死亡,合計,0
201312,外国人,中央区,自然増減,死亡,合計,7
201312,外国人,兵庫区,自然増減,死亡,合計,3
201312,外国人,北区,自然増減,死亡,合計,1
201312,外国人,長田区,自然増減,死亡,合計,4
201312,外国人,須磨区,自然増減,死亡,合計,3
201312,外国人,垂水区,自然増減,死亡,合計,3
201312,外国人,西区,自然増減,死亡,合計,3
201312,外国人,全市,自然増減,死亡,男,14
201312,外国人,東灘区,自然増減,死亡,男,0
201312,外国人,灘区,自然増減,死亡,男,0
201312,外国人,中央区,自然増減,死亡,男,3
201312,外国人,兵庫区,自然増減,死亡,男,2
201312,外国人,北区,自然増減,死亡,男,1
201312,外国人,長田区,自然増減,死亡,男,3
201312,外国人,須磨区,自然増減,死亡,男,2
201312,外国人,垂水区,自然増減,死亡,男,1
201312,外国人,西区,自然増減,死亡,男,2
201312,外国人,全市,自然増減,死亡,女,10
201312,外国人,東灘区,自然増減,死亡,女,0
201312,外国人,灘区,自然増減,死亡,女,0
201312,外国人,中央区,自然増減,死亡,女,4
201312,外国人,兵庫区,自然増減,死亡,女,1
201312,外国人,北区,自然増減,死亡,女,0
201312,外国人,長田区,自然増減,死亡,女,1
201312,外国人,須磨区,自然増減,死亡,女,1
201312,外国人,垂水区,自然増減,死亡,女,2
201312,外国人,西区,自然増減,死亡,女,1
201312,外国人,全市,自然増減,増減　②,合計,-11
201312,外国人,東灘区,自然増減,増減　②,合計,1
201312,外国人,灘区,自然増減,増減　②,合計,3
201312,外国人,中央区,自然増減,増減　②,合計,-4
201312,外国人,兵庫区,自然増減,増減　②,合計,-1
201312,外国人,北区,自然増減,増減　②,合計,0
201312,外国人,長田区,自然増減,増減　②,合計,-2
201312,外国人,須磨区,自然増減,増減　②,合計,-3
201312,外国人,垂水区,自然増減,増減　②,合計,-3
201312,外国人,西区,自然増減,増減　②,合計,-2
201312,外国人,全市,自然増減,増減　②,男,-8
201312,外国人,東灘区,自然増減,増減　②,男,1
201312,外国人,灘区,自然増減,増減　②,男,1
201312,外国人,中央区,自然増減,増減　②,男,-2
201312,外国人,兵庫区,自然増減,増減　②,男,0
201312,外国人,北区,自然増減,増減　②,男,0
201312,外国人,長田区,自然増減,増減　②,男,-3
201312,外国人,須磨区,自然増減,増減　②,男,-2
201312,外国人,垂水区,自然増減,増減　②,男,-1
